,rollno,std,gender,sibling,place,transport ,income,dropout
664,664,3,0,1,0,1.0,49871,0
665,665,10,0,0,1,3.0,44062,0
666,666,3,0,1,0,0.0,32577,0
667,667,7,0,1,1,3.0,78946,1
668,668,8,0,0,0,0.0,22778,0
669,669,6,0,0,0,0.0,45017,0
670,670,3,0,2,0,1.0,37993,0
671,671,2,0,1,1,2.0,56398,1
672,672,4,0,2,0,1.0,50240,0
673,673,6,0,0,1,3.0,79797,1
674,674,6,0,2,0,0.0,44760,0
675,675,10,0,1,0,0.0,26867,0
676,676,3,0,2,1,2.0,64990,1
677,677,6,0,1,1,2.0,52446,0
678,678,9,0,1,0,0.0,32873,0
679,679,5,0,2,1,3.0,60592,1
680,680,3,0,0,1,3.0,45069,0
681,681,8,0,2,0,1.0,31406,0
682,682,9,0,1,1,2.0,76313,1
683,683,8,0,2,1,3.0,42337,0
684,684,9,0,1,1,3.0,48188,0
685,685,9,0,1,1,2.0,70607,1
686,686,2,0,0,0,0.0,34053,0
687,687,6,0,2,1,2.0,61115,1
688,688,3,0,1,0,0.0,41699,0
689,689,6,0,1,1,3.0,77484,1
690,690,3,0,0,0,0.0,39506,0
691,691,7,0,2,0,0.0,42773,0
692,692,8,0,2,1,2.0,53312,0
693,693,6,0,2,1,3.0,40439,0
694,694,1,0,1,1,2.0,48966,0
695,695,10,0,1,0,0.0,41395,0
696,696,10,0,0,0,0.0,27897,0
697,697,6,0,2,1,3.0,40812,0
698,698,4,0,2,1,2.0,65388,1
699,699,7,0,0,0,1.0,28607,0
700,700,8,0,0,0,1.0,37384,0
701,701,1,0,2,0,1.0,36440,0
702,702,8,0,1,0,1.0,25379,0
703,703,10,0,2,1,2.0,67398,1
704,704,4,0,0,1,2.0,40908,0
705,705,1,0,0,1,2.0,56711,1
706,706,9,0,0,1,3.0,48252,0
707,707,2,0,2,0,0.0,33324,0
708,708,2,0,0,1,2.0,73488,1
709,709,1,0,2,1,3.0,70242,1
710,710,10,0,2,1,2.0,45963,0
711,711,5,0,1,1,2.0,68746,1
712,712,5,0,1,0,0.0,29661,0
713,713,1,0,2,1,3.0,73371,1
714,714,9,0,1,0,1.0,37833,0
715,715,10,0,2,0,0.0,51191,0
716,716,8,0,1,0,0.0,43012,0
717,717,8,0,2,0,0.0,25365,0
718,718,5,0,0,0,0.0,20047,0
719,719,9,0,1,1,2.0,41836,0
720,720,4,0,0,1,3.0,46470,0
721,721,8,0,2,0,1.0,49810,0
722,722,10,0,0,0,0.0,34408,0
723,723,8,0,2,1,3.0,45311,0
724,724,1,0,2,1,3.0,47264,0
725,725,10,0,0,0,0.0,29462,0
726,726,8,0,1,1,2.0,51429,0
727,727,8,0,0,1,3.0,63360,1
728,728,4,0,2,0,1.0,25786,0
729,729,2,0,2,1,2.0,72716,1
730,730,2,0,0,0,0.0,42681,0
731,731,5,0,0,1,3.0,79941,1
732,732,6,0,2,1,3.0,66432,1
733,733,2,0,1,0,1.0,35304,0
734,734,9,0,1,0,0.0,47301,0
735,735,2,0,0,1,2.0,66198,1
736,736,4,0,1,1,2.0,79529,1
737,737,3,0,2,0,1.0,43163,0
738,738,6,0,1,1,2.0,59222,1
739,739,9,0,1,0,1.0,43435,0
740,740,9,0,2,0,0.0,32762,0
741,741,9,0,2,0,0.0,43042,0
742,742,8,0,0,1,2.0,68895,1
743,743,9,0,1,1,3.0,59517,1
744,744,6,0,0,0,1.0,35058,0
745,745,7,0,2,0,1.0,32871,0
746,746,5,0,2,1,2.0,50098,0
747,747,6,0,0,1,2.0,70617,1
748,748,9,0,1,1,2.0,44350,0
749,749,3,0,2,1,2.0,58920,1
750,750,3,0,0,1,2.0,76178,1
751,751,9,0,2,1,3.0,62603,1
752,752,4,0,0,0,0.0,30088,0
753,753,7,0,2,1,3.0,79457,1
754,754,10,0,0,0,0.0,26870,0
755,755,9,0,2,1,3.0,78538,1
756,756,3,0,1,1,3.0,72162,1
757,757,8,0,2,1,2.0,78915,1
758,758,7,0,0,0,0.0,39028,0
759,759,2,0,2,1,3.0,75248,1
760,760,10,0,1,1,3.0,41274,0
761,761,4,0,2,0,0.0,20754,0
762,762,3,0,0,1,2.0,58362,1
763,763,2,0,0,1,3.0,54048,0
764,764,9,0,0,0,1.0,45684,0
765,765,3,0,2,0,1.0,31054,0
766,766,9,0,0,1,2.0,41708,0
767,767,2,0,1,1,2.0,65817,1
768,768,10,0,0,0,0.0,35821,0
769,769,4,0,2,1,2.0,53103,0
770,770,2,0,1,1,2.0,79727,1
771,771,5,0,2,1,3.0,50301,0
772,772,1,0,2,0,0.0,24217,0
773,773,2,0,2,0,0.0,33436,0
774,774,6,0,0,0,1.0,34471,0
775,775,6,0,1,0,0.0,47862,0
776,776,6,0,0,1,2.0,48070,0
777,777,10,0,2,1,2.0,78877,1
778,778,10,0,0,1,2.0,73266,1
779,779,5,0,0,0,1.0,33027,0
780,780,3,0,0,0,1.0,40398,0
781,781,10,0,2,0,1.0,39485,0
782,782,5,0,0,1,2.0,78085,1
783,783,6,0,0,1,2.0,41229,0
784,784,2,0,1,1,3.0,67317,1
785,785,5,0,1,1,2.0,60506,1
786,786,7,0,1,1,3.0,78322,1
787,787,6,0,0,0,0.0,31412,0
788,788,7,0,2,0,0.0,48557,0
789,789,2,0,2,1,3.0,74219,1
790,790,5,0,1,1,2.0,52744,0
791,791,6,0,0,0,0.0,23973,0
792,792,8,0,0,1,3.0,55026,1
793,793,1,0,1,1,3.0,65677,1
794,794,6,0,2,1,3.0,64997,1
795,795,10,0,1,0,1.0,54792,0
796,796,6,0,0,1,2.0,69721,1
797,797,6,0,2,1,2.0,56557,1
798,798,4,0,2,1,3.0,62472,1
799,799,6,0,2,1,2.0,79824,1
800,800,6,0,2,0,1.0,35238,0
801,801,6,0,2,1,3.0,73961,1
802,802,4,0,0,0,1.0,21985,0
803,803,9,0,2,0,1.0,52249,0
804,804,9,0,1,0,0.0,44848,0
805,805,2,0,1,1,3.0,51781,0
806,806,8,0,0,1,3.0,45801,0
807,807,4,0,2,0,0.0,51325,0
808,808,9,0,0,1,3.0,75384,1
809,809,5,0,0,0,1.0,30078,0
810,810,7,0,1,0,0.0,39128,0
811,811,1,0,2,1,2.0,55812,1
812,812,7,0,2,1,3.0,61633,1
813,813,1,0,1,1,2.0,62245,1
814,814,4,0,2,1,2.0,66391,1
815,815,5,0,1,0,1.0,54591,0
816,816,5,0,2,1,3.0,74869,1
817,817,7,0,0,1,3.0,46467,0
818,818,7,0,2,1,2.0,73336,1
819,819,1,0,1,1,3.0,55204,1
820,820,1,0,0,1,2.0,63318,1
821,821,8,0,0,0,1.0,20768,0
822,822,1,0,2,0,1.0,29774,0
823,823,6,0,1,0,1.0,49144,0
824,824,3,0,1,0,0.0,41971,0
825,825,5,0,0,1,3.0,56608,1
826,826,3,0,1,0,0.0,48678,0
827,827,9,0,0,1,2.0,57322,1
828,828,6,0,1,0,0.0,36360,0
829,829,4,0,0,0,0.0,24955,0
830,830,1,0,1,1,3.0,60531,1
831,831,1,0,1,0,1.0,35916,0
832,832,8,0,0,1,3.0,51097,0
833,833,6,0,0,0,0.0,31307,0
834,834,6,0,2,0,1.0,20785,0
835,835,5,0,2,1,3.0,46928,0
836,836,6,0,1,0,0.0,26296,0
837,837,10,0,0,0,0.0,43405,0
838,838,2,0,1,0,0.0,49213,0
839,839,4,0,1,1,2.0,66678,1
840,840,6,0,2,0,1.0,54525,0
841,841,7,0,1,0,1.0,37121,0
842,842,10,0,2,0,1.0,38927,0
843,843,1,0,2,1,3.0,51705,0
844,844,2,0,0,1,3.0,72531,1
845,845,3,0,1,1,2.0,63865,1
846,846,9,0,1,1,3.0,50935,0
847,847,3,0,1,0,0.0,22469,0
848,848,10,0,0,1,2.0,44552,0
849,849,3,0,0,0,0.0,39923,0
850,850,5,0,1,1,2.0,74218,1
851,851,9,0,1,0,1.0,34950,0
852,852,5,0,1,0,1.0,29505,0
853,853,7,0,2,0,0.0,30970,0
854,854,2,0,1,1,3.0,59354,1
855,855,8,0,1,0,1.0,22287,0
856,856,4,0,1,1,2.0,70210,1
857,857,7,0,0,0,1.0,50906,0
858,858,3,0,1,1,3.0,54748,0
859,859,3,0,2,0,1.0,26683,0
860,860,7,0,0,0,1.0,51720,0
861,861,10,0,2,1,3.0,58602,1
862,862,6,0,1,0,0.0,39043,0
863,863,7,0,1,1,2.0,74629,1
864,864,2,0,0,1,3.0,46613,0
865,865,4,0,0,0,1.0,34454,0
866,866,2,0,0,0,0.0,36903,0
867,867,7,0,2,1,2.0,65584,1
868,868,3,0,1,0,0.0,23263,0
869,869,2,0,2,0,1.0,39525,0
870,870,10,0,2,1,3.0,59145,1
871,871,9,0,0,0,1.0,52359,0
872,872,4,0,0,1,2.0,61783,1
873,873,4,0,2,1,2.0,59598,1
874,874,2,0,1,0,1.0,45255,0
875,875,10,0,0,1,3.0,75951,1
876,876,9,0,1,0,1.0,31964,0
877,877,9,0,0,0,0.0,20097,0
878,878,4,0,2,0,0.0,52279,0
879,879,9,0,1,1,3.0,74834,1
880,880,1,0,1,1,3.0,46512,0
881,881,3,0,2,1,3.0,44749,0
882,882,1,0,1,0,1.0,37146,0
883,883,9,0,2,0,0.0,47579,0
884,884,2,0,2,0,1.0,30856,0
885,885,9,0,2,1,3.0,63114,1
886,886,4,0,2,0,1.0,22044,0
887,887,3,0,1,0,1.0,32463,0
888,888,10,0,2,0,1.0,42862,0
889,889,4,0,1,1,2.0,45667,0
890,890,6,0,2,1,3.0,58608,1
891,891,9,0,1,0,1.0,36511,0
892,892,7,0,1,0,1.0,43548,0
893,893,10,0,2,1,2.0,56895,1
894,894,10,0,2,1,2.0,77682,1
895,895,7,0,1,0,0.0,43832,0
896,896,8,0,1,0,0.0,40774,0
897,897,7,0,2,0,0.0,46504,0
898,898,9,0,1,1,2.0,64698,1
899,899,8,0,2,0,1.0,42839,0
900,900,9,0,2,0,0.0,51821,0
901,901,8,0,0,0,1.0,28223,0
902,902,9,0,0,1,2.0,62282,1
903,903,8,0,0,0,1.0,35885,0
904,904,6,0,1,1,3.0,72908,1
905,905,6,0,1,1,3.0,54681,0
906,906,4,0,1,0,0.0,51830,0
907,907,3,0,2,1,3.0,61219,1
908,908,3,0,2,0,0.0,44112,0
909,909,9,0,1,0,0.0,23968,0
910,910,3,0,0,0,1.0,36724,0
911,911,4,0,0,1,2.0,42818,0
912,912,2,0,2,1,3.0,71915,1
913,913,9,0,1,1,2.0,62061,1
914,914,5,0,2,0,0.0,41805,0
915,915,6,0,1,0,1.0,37012,0
916,916,4,0,2,1,3.0,72957,1
917,917,1,0,1,1,2.0,51265,0
918,918,9,0,1,1,2.0,49836,0
919,919,9,0,1,0,0.0,48045,0
920,920,9,0,2,0,0.0,31743,0
921,921,5,0,1,1,3.0,52900,0
922,922,3,0,0,1,3.0,71266,1
923,923,1,0,1,0,1.0,26425,0
924,924,1,0,2,0,1.0,20469,0
925,925,6,0,1,0,1.0,47453,0
926,926,5,0,1,0,1.0,28880,0
927,927,6,0,2,1,3.0,41500,0
928,928,5,0,2,0,0.0,27315,0
929,929,7,0,1,1,2.0,62006,1
930,930,4,0,2,0,0.0,26721,0
931,931,3,0,0,0,1.0,38369,0
932,932,1,0,2,1,3.0,46998,0
933,933,4,0,1,0,0.0,46036,0
934,934,5,0,2,1,3.0,44542,0
935,935,9,0,1,0,0.0,47889,0
936,936,8,0,0,0,1.0,33855,0
937,937,4,0,0,0,0.0,33896,0
938,938,3,0,0,0,1.0,27256,0
939,939,9,0,0,1,2.0,66625,1
940,940,9,0,2,1,2.0,79447,1
941,941,6,0,2,0,0.0,42698,0
942,942,7,0,1,0,0.0,52712,0
943,943,4,0,1,0,0.0,49549,0
944,944,7,0,2,0,0.0,36714,0
945,945,8,0,2,0,1.0,26345,0
946,946,10,0,1,1,2.0,68493,1
947,947,4,0,2,0,1.0,46189,0
948,948,4,0,0,1,3.0,46413,0
949,949,1,0,1,0,0.0,47526,0
950,950,6,0,0,0,0.0,43213,0
951,951,10,0,1,1,3.0,77842,1
952,952,7,0,0,1,3.0,55589,1
953,953,1,0,0,0,1.0,23960,0
954,954,6,0,2,0,0.0,39234,0
955,955,2,0,0,0,1.0,47901,0
956,956,1,0,1,1,3.0,68195,1
957,957,7,0,0,0,1.0,26078,0
958,958,8,0,0,0,1.0,43686,0
959,959,3,0,0,0,0.0,46723,0
960,960,1,0,0,0,1.0,21631,0
961,961,2,0,2,0,1.0,40870,0
962,962,10,0,1,1,2.0,64264,1
963,963,8,0,2,0,1.0,41517,0
964,964,7,0,1,1,2.0,58216,1
965,965,8,0,2,0,0.0,51535,0
966,966,2,0,0,1,3.0,59521,1
967,967,1,0,1,1,2.0,79233,1
968,968,4,0,0,0,1.0,45469,0
969,969,7,0,2,0,1.0,47788,0
970,970,3,0,1,1,3.0,60876,1
971,971,7,0,1,0,0.0,24539,0
972,972,8,0,2,0,0.0,51477,0
973,973,2,0,0,1,3.0,47817,0
974,974,3,0,0,1,3.0,56344,1
975,975,3,0,2,0,1.0,35140,0
976,976,1,0,0,0,0.0,20622,0
977,977,7,0,1,0,1.0,45851,0
978,978,6,0,2,1,2.0,68895,1
979,979,3,0,1,1,2.0,49678,0
980,980,7,0,0,1,3.0,74852,1
981,981,6,0,1,0,0.0,49290,0
982,982,7,0,0,0,0.0,28963,0
983,983,6,0,1,0,0.0,44199,0
984,984,1,0,2,0,1.0,35404,0
985,985,3,0,1,1,3.0,69409,1
986,986,2,0,2,0,1.0,47133,0
987,987,3,0,1,0,0.0,31801,0
988,988,9,0,2,0,1.0,46742,0
989,989,1,0,1,1,3.0,40577,0
990,990,8,0,2,0,1.0,51574,0
991,991,10,0,1,1,2.0,63583,1
992,992,2,0,1,0,0.0,41031,0
993,993,4,0,2,0,0.0,34027,0
994,994,2,0,0,0,1.0,25449,0
995,995,8,0,2,1,2.0,51200,0
996,996,5,0,2,0,0.0,43221,0
997,997,10,0,2,0,1.0,23460,0
998,998,10,0,0,1,3.0,73394,1
999,999,1,0,0,1,3.0,71542,1
1000,1000,10,0,2,0,0.0,27803,0
1001,1001,4,0,1,0,1.0,49825,0
1002,1002,7,0,2,1,4.0,52770,0
1003,1003,6,0,0,1,0.0,70538,1
1004,1004,8,0,0,0,1.0,16301,0
1005,1005,3,0,0,0,0.0,60876,0
1006,1006,5,0,1,1,1.0,68454,0
1007,1007,4,0,2,0,4.0,10355,0
1008,1008,9,0,0,0,0.0,76619,1
1009,1009,7,0,1,1,2.0,51934,1
1010,1010,6,0,2,1,4.0,92499,0
1011,1011,7,0,0,0,3.0,22177,0
1012,1012,3,0,0,1,0.0,72441,0
1013,1013,1,0,1,1,3.0,79562,0
1014,1014,6,0,1,1,4.0,70154,0
1015,1015,1,0,1,1,2.0,64548,0
1016,1016,4,0,1,0,0.0,28310,0
1017,1017,2,0,2,1,2.0,89319,1
1018,1018,3,0,2,1,3.0,19798,1
1019,1019,7,0,0,0,4.0,42482,0
1020,1020,6,0,2,1,0.0,57613,0
1021,1021,10,0,2,0,1.0,20461,1
1022,1022,2,0,1,0,4.0,70661,0
1023,1023,3,0,1,1,1.0,68002,1
1024,1024,7,0,1,0,4.0,27310,0
1025,1025,8,0,0,0,3.0,80766,0
1026,1026,3,0,0,1,0.0,41583,1
1027,1027,6,0,2,0,0.0,76820,1
1028,1028,10,0,0,0,1.0,11021,1
1029,1029,3,0,2,1,2.0,99730,1
1030,1030,9,0,2,0,0.0,52520,0
1031,1031,1,0,0,1,2.0,15141,1
1032,1032,2,0,2,1,2.0,70950,0
1033,1033,5,0,2,0,2.0,48704,1
1034,1034,1,0,0,1,4.0,88184,1
1035,1035,6,0,2,1,2.0,30122,0
1036,1036,9,0,2,0,2.0,11370,1
1037,1037,6,0,0,0,3.0,50824,0
1038,1038,10,0,1,1,0.0,32547,1
1039,1039,1,0,1,1,0.0,87840,0
1040,1040,1,0,2,1,4.0,42106,1
1041,1041,4,0,1,1,4.0,98124,1
1042,1042,6,0,0,1,2.0,45078,0
1043,1043,6,0,1,1,3.0,38867,0
1044,1044,1,0,0,1,0.0,78215,1
1045,1045,3,0,1,0,2.0,36865,1
1046,1046,7,0,2,0,2.0,37436,0
1047,1047,1,0,0,0,0.0,31374,0
1048,1048,9,0,1,0,1.0,97932,1
1049,1049,5,0,0,0,4.0,82764,1
1050,1050,4,0,0,1,0.0,74764,1
1051,1051,8,0,2,1,2.0,32327,0
1052,1052,7,0,1,0,2.0,19567,0
1053,1053,10,0,1,1,4.0,55335,1
1054,1054,5,0,2,0,0.0,24295,1
1055,1055,4,0,0,0,3.0,61572,1
1056,1056,3,0,0,1,3.0,18980,0
1057,1057,10,0,0,1,1.0,11240,1
1058,1058,5,0,1,0,3.0,90082,0
1059,1059,3,0,0,1,3.0,73868,1
1060,1060,1,0,0,1,2.0,74229,1
1061,1061,5,0,1,0,4.0,97792,1
1062,1062,7,0,1,0,1.0,68510,1
1063,1063,5,0,2,1,0.0,53829,0
1064,1064,10,0,1,0,3.0,81353,0
1065,1065,4,0,0,0,1.0,76441,0
1066,1066,9,0,0,0,3.0,69039,0
1067,1067,10,0,1,0,2.0,89413,0
1068,1068,8,0,2,1,3.0,59663,1
1069,1069,9,0,2,1,1.0,89875,1
1070,1070,1,0,0,0,3.0,70484,1
1071,1071,4,0,1,0,4.0,66686,1
1072,1072,3,0,1,1,2.0,49511,1
1073,1073,10,0,2,0,0.0,65556,0
1074,1074,2,0,0,0,3.0,17094,1
1075,1075,6,0,1,0,0.0,63277,0
1076,1076,7,0,1,0,3.0,16996,1
1077,1077,5,0,2,0,2.0,14063,1
1078,1078,10,0,0,0,2.0,16033,1
1079,1079,8,0,0,0,4.0,65258,1
1080,1080,5,0,0,1,4.0,19901,0
1081,1081,4,0,0,1,4.0,86372,1
1082,1082,7,0,2,1,2.0,34117,1
1083,1083,5,0,2,0,0.0,98803,0
1084,1084,9,0,1,0,0.0,58886,1
1085,1085,6,0,2,0,2.0,31191,1
1086,1086,10,0,1,0,4.0,15847,1
1087,1087,10,0,1,1,1.0,43202,1
1088,1088,5,0,0,0,3.0,99264,0
1089,1089,2,0,0,0,0.0,48744,0
1090,1090,7,0,1,1,2.0,81698,0
1091,1091,9,0,1,1,4.0,98475,0
1092,1092,3,0,2,0,0.0,11931,1
1093,1093,9,0,2,0,2.0,24392,0
1094,1094,5,0,2,0,3.0,89797,1
1095,1095,3,0,1,0,2.0,81862,1
1096,1096,4,0,0,1,4.0,68742,0
1097,1097,9,0,2,0,1.0,33523,1
1098,1098,6,0,2,1,1.0,58270,0
1099,1099,9,0,1,0,1.0,28217,1
